;ARQ1000_grau;ARQ1001_grau;ARQ1002_grau;ARQ1101_grau;ARQ1102_grau;ARQ1103_grau;ART1020_grau;ART1027_grau;ART1028_grau;ART1029_grau;ART1210_grau;ART1420_grau;CRE0700_grau;CRE1100_grau;HIS1430_grau;MAT1071_grau;MAT1072_grau;SOC1139_grau;id;semestre
10;0.6799999999999999;-1.0;-1.0;0.73;-1.0;-1.0;0.86;-1.0;0.5700000000000001;-1.0;-1.0;0.45;-1.0;-1.0;-1.0;0.3;-1.0;-1.0;aluno105;1
11;-1.0;0.63;-1.0;-1.0;0.71;-1.0;-1.0;0.18;-1.0;0.64;0.9;0.9;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno105;2
12;0.82;-1.0;-1.0;0.54;-1.0;-1.0;0.96;-1.0;0.0;-1.0;-1.0;0.54;-1.0;-1.0;-1.0;0.65;-1.0;-1.0;aluno106;1
13;-1.0;0.55;-1.0;-1.0;0.52;-1.0;-1.0;0.0;0.45999999999999996;-1.0;0.8400000000000001;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;aluno106;2
14;0.58;-1.0;-1.0;0.5900000000000001;-1.0;-1.0;0.72;-1.0;0.0;-1.0;-1.0;0.78;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;aluno109;1
15;-1.0;0.5700000000000001;-1.0;-1.0;0.5;-1.0;-1.0;0.16;0.37;-1.0;0.93;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno109;2
16;0.9400000000000001;-1.0;-1.0;0.75;-1.0;-1.0;1.0;-1.0;0.65;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;aluno11;1
17;-1.0;0.76;-1.0;-1.0;0.77;-1.0;-1.0;0.62;-1.0;0.9199999999999999;0.8800000000000001;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;aluno11;2
18;0.62;-1.0;-1.0;0.71;-1.0;-1.0;0.9;-1.0;0.5700000000000001;-1.0;-1.0;0.9;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;aluno110;1
19;-1.0;0.71;-1.0;-1.0;0.77;-1.0;-1.0;0.8800000000000001;-1.0;0.0;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno110;2
20;0.6799999999999999;-1.0;-1.0;0.67;-1.0;-1.0;0.8800000000000001;-1.0;0.32;-1.0;-1.0;0.74;-1.0;-1.0;-1.0;0.52;-1.0;-1.0;aluno121;1
21;-1.0;0.78;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;1.0;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno121;2
22;0.78;-1.0;-1.0;0.55;-1.0;-1.0;0.8300000000000001;-1.0;0.27999999999999997;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;0.6;-1.0;-1.0;aluno122;1
23;-1.0;0.53;-1.0;-1.0;0.5700000000000001;-1.0;-1.0;0.63;0.51;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno122;2
24;0.75;-1.0;-1.0;0.53;-1.0;-1.0;0.9;-1.0;0.5;-1.0;-1.0;0.71;-1.0;-1.0;-1.0;0.62;-1.0;-1.0;aluno123;1
25;-1.0;0.72;-1.0;-1.0;0.61;-1.0;-1.0;0.8699999999999999;-1.0;0.6;0.6799999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno123;2
26;0.8300000000000001;-1.0;-1.0;0.76;-1.0;-1.0;1.0;-1.0;0.89;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;aluno1250;1
27;-1.0;0.61;-1.0;-1.0;0.7;-1.0;-1.0;0.8099999999999999;-1.0;0.79;0.8400000000000001;-1.0;-1.0;0.9;-1.0;-1.0;-1.0;-1.0;aluno1250;2
28;0.82;-1.0;-1.0;0.86;-1.0;-1.0;1.0;-1.0;0.8699999999999999;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;0.9800000000000001;-1.0;-1.0;aluno1252;1
29;-1.0;0.79;-1.0;-1.0;0.78;-1.0;-1.0;0.9199999999999999;-1.0;0.9099999999999999;1.0;-1.0;-1.0;0.93;-1.0;-1.0;-1.0;-1.0;aluno1252;2
30;0.78;-1.0;-1.0;0.65;-1.0;-1.0;0.8300000000000001;-1.0;0.6599999999999999;-1.0;-1.0;0.86;-1.0;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;aluno1253;1
31;-1.0;0.9;-1.0;-1.0;0.61;-1.0;-1.0;0.65;-1.0;0.62;0.9;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1253;2
32;0.6799999999999999;-1.0;-1.0;0.72;-1.0;-1.0;0.9199999999999999;-1.0;0.6599999999999999;-1.0;-1.0;0.72;-1.0;-1.0;-1.0;0.64;-1.0;-1.0;aluno1255;1
33;-1.0;0.6900000000000001;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;0.9099999999999999;-1.0;0.67;0.76;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1255;2
34;0.85;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;0.9;-1.0;0.71;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;aluno1256;1
35;-1.0;0.7;-1.0;-1.0;0.77;-1.0;-1.0;0.86;-1.0;0.9099999999999999;0.9199999999999999;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;aluno1256;2
36;0.78;-1.0;-1.0;0.73;-1.0;-1.0;0.77;-1.0;0.71;-1.0;-1.0;0.86;-1.0;-1.0;-1.0;0.78;-1.0;-1.0;aluno1257;1
37;-1.0;0.72;-1.0;-1.0;0.79;-1.0;-1.0;0.96;-1.0;0.77;0.85;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;-1.0;aluno1257;2
38;0.9099999999999999;-1.0;-1.0;0.67;-1.0;-1.0;0.78;-1.0;0.72;-1.0;-1.0;0.9800000000000001;-1.0;-1.0;-1.0;0.77;-1.0;-1.0;aluno1260;1
39;-1.0;0.76;-1.0;-1.0;0.7;-1.0;-1.0;0.74;-1.0;0.62;0.95;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;aluno1260;2
40;0.8;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;0.79;-1.0;0.8;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;0.89;-1.0;-1.0;aluno1261;1
41;-1.0;0.86;-1.0;-1.0;0.77;-1.0;-1.0;0.95;-1.0;0.9099999999999999;0.85;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;aluno1261;2
42;0.6799999999999999;-1.0;-1.0;0.7;-1.0;-1.0;0.8300000000000001;-1.0;0.5900000000000001;-1.0;-1.0;0.76;-1.0;-1.0;-1.0;0.7;-1.0;-1.0;aluno1262;1
43;-1.0;0.44000000000000006;-1.0;-1.0;0.67;-1.0;-1.0;0.9;-1.0;0.74;0.85;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1262;2
44;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.75;0.5;-1.0;-1.0;aluno1265;1
45;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.67;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1265;2
46;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;0.55;-1.0;-1.0;aluno1266;1
47;-1.0;-1.0;0.61;-1.0;-1.0;0.58;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;0.72;-1.0;aluno1266;2
48;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.77;1.0;-1.0;-1.0;-1.0;aluno1267;1
49;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.85;0.77;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;-1.0;0.6;0.79;-1.0;aluno1267;2
50;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8800000000000001;-1.0;0.8300000000000001;-1.0;-1.0;aluno1268;1
51;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.67;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;aluno1268;2
52;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.5700000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.85;aluno1269;1
53;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.62;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1269;2
54;0.8300000000000001;-1.0;-1.0;0.67;-1.0;-1.0;0.8;-1.0;0.65;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;0.5700000000000001;-1.0;-1.0;aluno127;1
55;-1.0;0.8800000000000001;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;0.76;-1.0;0.64;0.8;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;-1.0;aluno127;2
56;0.8099999999999999;0.5;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;0.03;-1.0;-1.0;aluno1271;1
57;-1.0;-1.0;0.0;-1.0;0.61;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;aluno1271;2
58;0.8800000000000001;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;0.95;-1.0;0.8300000000000001;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;0.32;-1.0;-1.0;aluno1272;1
59;-1.0;0.8099999999999999;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;-1.0;1.0;0.95;-1.0;-1.0;0.95;-1.0;-1.0;-1.0;-1.0;aluno1272;2
60;1.0;-1.0;-1.0;0.76;-1.0;-1.0;0.89;-1.0;0.0;-1.0;-1.0;0.9800000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1273;1
61;-1.0;0.74;-1.0;-1.0;0.67;-1.0;-1.0;0.8300000000000001;0.6900000000000001;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1273;2
62;0.65;-1.0;-1.0;0.62;-1.0;-1.0;0.73;-1.0;0.53;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;aluno1274;1
63;-1.0;0.51;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;0.45;-1.0;0.64;0.82;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1274;2
64;0.74;-1.0;-1.0;0.5;-1.0;-1.0;1.0;-1.0;0.06999999999999999;-1.0;-1.0;0.5;-1.0;-1.0;-1.0;0.61;-1.0;-1.0;aluno1275;1
65;-1.0;-1.0;-1.0;-1.0;0.58;-1.0;-1.0;0.5;0.61;-1.0;0.6799999999999999;-1.0;-1.0;0.77;-1.0;-1.0;-1.0;-1.0;aluno1275;2
66;0.73;-1.0;-1.0;0.51;-1.0;-1.0;0.75;-1.0;0.51;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;0.75;-1.0;-1.0;aluno1276;1
67;-1.0;0.13999999999999999;-1.0;-1.0;0.43;-1.0;-1.0;0.5599999999999999;-1.0;0.5;0.8;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;-1.0;-1.0;aluno1276;2
68;0.72;-1.0;-1.0;0.65;-1.0;-1.0;0.65;-1.0;0.52;-1.0;-1.0;0.54;-1.0;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;aluno1277;1
69;-1.0;0.38;-1.0;-1.0;0.41;-1.0;-1.0;0.76;-1.0;0.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1277;2
70;0.75;-1.0;-1.0;0.73;-1.0;-1.0;0.8300000000000001;-1.0;0.5;-1.0;-1.0;0.75;-1.0;-1.0;-1.0;0.37;-1.0;-1.0;aluno1278;1
71;-1.0;0.53;-1.0;-1.0;0.5599999999999999;-1.0;-1.0;0.0;-1.0;0.51;0.89;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1278;2
72;0.8400000000000001;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;0.82;-1.0;0.58;-1.0;-1.0;0.65;-1.0;-1.0;-1.0;0.53;-1.0;-1.0;aluno128;1
73;-1.0;0.73;-1.0;-1.0;0.62;-1.0;-1.0;0.9199999999999999;-1.0;0.5;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno128;2
74;0.78;-1.0;-1.0;0.82;-1.0;-1.0;0.85;-1.0;0.89;-1.0;-1.0;0.9099999999999999;-1.0;-1.0;-1.0;0.76;-1.0;-1.0;aluno1280;1
75;-1.0;0.72;-1.0;-1.0;0.79;-1.0;-1.0;0.9800000000000001;-1.0;0.8099999999999999;0.8800000000000001;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;aluno1280;2
76;-1.0;-1.0;-1.0;0.79;-1.0;-1.0;-1.0;-1.0;0.77;-1.0;-1.0;0.79;-1.0;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;aluno1281;1
77;-1.0;0.8300000000000001;-1.0;-1.0;0.6599999999999999;-1.0;-1.0;-1.0;-1.0;0.74;0.77;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1281;2
78;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;0.95;-1.0;-1.0;-1.0;aluno1282;1
79;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1282;2
80;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.9199999999999999;-1.0;0.5900000000000001;-1.0;-1.0;aluno1283;1
81;-1.0;-1.0;-1.0;-1.0;0.08;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1283;2
82;0.78;-1.0;-1.0;0.73;-1.0;-1.0;0.8099999999999999;-1.0;0.61;-1.0;-1.0;0.77;-1.0;-1.0;-1.0;0.79;-1.0;-1.0;aluno1285;1
83;-1.0;0.7;-1.0;-1.0;0.64;-1.0;-1.0;0.96;-1.0;0.82;0.74;-1.0;-1.0;0.76;-1.0;-1.0;-1.0;-1.0;aluno1285;2
84;0.8099999999999999;-1.0;-1.0;0.78;-1.0;-1.0;0.93;-1.0;0.6900000000000001;-1.0;-1.0;0.8699999999999999;-1.0;-1.0;-1.0;0.78;-1.0;-1.0;aluno1286;1
85;-1.0;0.51;-1.0;-1.0;0.74;-1.0;-1.0;0.89;-1.0;0.74;0.8699999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1286;2
86;0.72;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;0.85;-1.0;0.65;-1.0;-1.0;0.51;-1.0;-1.0;-1.0;0.63;-1.0;-1.0;aluno129;1
87;-1.0;0.5700000000000001;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;0.8300000000000001;-1.0;0.75;0.95;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno129;2
88;0.78;-1.0;-1.0;0.82;-1.0;-1.0;0.9;-1.0;0.77;-1.0;-1.0;0.73;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;aluno1290;1
89;-1.0;0.61;-1.0;-1.0;0.86;-1.0;-1.0;0.99;-1.0;0.79;0.9800000000000001;-1.0;-1.0;0.82;-1.0;-1.0;-1.0;-1.0;aluno1290;2
90;0.9;-1.0;-1.0;0.67;-1.0;-1.0;0.82;-1.0;0.8400000000000001;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;aluno1291;1
91;-1.0;0.65;-1.0;-1.0;0.63;-1.0;-1.0;0.6799999999999999;-1.0;0.72;0.95;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;aluno1291;2
92;0.8400000000000001;-1.0;-1.0;0.8400000000000001;-1.0;-1.0;0.8300000000000001;-1.0;0.79;-1.0;-1.0;0.86;-1.0;-1.0;-1.0;0.82;-1.0;-1.0;aluno1293;1
93;-1.0;0.63;-1.0;-1.0;0.72;-1.0;-1.0;0.8800000000000001;-1.0;0.9400000000000001;0.89;-1.0;-1.0;0.82;-1.0;-1.0;-1.0;-1.0;aluno1293;2
94;0.8;-1.0;-1.0;0.76;-1.0;-1.0;0.78;-1.0;0.67;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;aluno1294;1
95;-1.0;0.63;-1.0;-1.0;0.62;-1.0;-1.0;0.9099999999999999;-1.0;0.72;0.8699999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1294;2
96;0.9199999999999999;-1.0;-1.0;0.79;-1.0;-1.0;0.8699999999999999;-1.0;0.85;-1.0;-1.0;0.9800000000000001;-1.0;-1.0;-1.0;0.86;-1.0;-1.0;aluno1296;1
97;-1.0;0.6900000000000001;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;0.8800000000000001;-1.0;0.89;0.9400000000000001;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1296;2
98;0.74;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;0.86;-1.0;0.7;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;-1.0;0.63;-1.0;-1.0;aluno130;1
99;-1.0;0.72;-1.0;-1.0;0.54;-1.0;-1.0;0.8;-1.0;0.74;0.8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno130;2
100;0.82;-1.0;-1.0;0.86;-1.0;-1.0;0.93;-1.0;0.55;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;0.38;-1.0;-1.0;aluno1300;1
101;-1.0;0.79;-1.0;-1.0;0.65;-1.0;-1.0;0.0;-1.0;0.67;0.93;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;-1.0;-1.0;aluno1300;2
102;0.8800000000000001;-1.0;-1.0;0.77;-1.0;-1.0;0.8800000000000001;-1.0;0.65;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;0.5700000000000001;-1.0;-1.0;aluno1301;1
103;-1.0;0.8;-1.0;-1.0;0.78;-1.0;-1.0;0.95;-1.0;0.89;0.8699999999999999;-1.0;-1.0;0.95;-1.0;-1.0;-1.0;-1.0;aluno1301;2
104;0.67;-1.0;-1.0;0.72;-1.0;-1.0;0.75;-1.0;0.61;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;0.55;-1.0;-1.0;aluno1302;1
105;-1.0;0.67;-1.0;-1.0;0.5900000000000001;-1.0;-1.0;0.0;-1.0;0.53;0.82;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;aluno1302;2
106;0.72;-1.0;-1.0;0.5;-1.0;-1.0;0.8800000000000001;-1.0;0.0;-1.0;-1.0;0.64;-1.0;-1.0;-1.0;0.5;-1.0;-1.0;aluno1303;1
107;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;0.58;-1.0;-1.0;-1.0;-1.0;aluno1303;2
108;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.64;-1.0;-1.0;aluno1305;1
109;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.5900000000000001;-1.0;-1.0;-1.0;0.63;aluno1305;2
110;0.67;-1.0;-1.0;0.6;-1.0;-1.0;0.8800000000000001;-1.0;0.55;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;0.7;-1.0;-1.0;aluno1306;1
111;-1.0;0.79;-1.0;-1.0;0.75;-1.0;-1.0;0.72;-1.0;0.62;0.8699999999999999;-1.0;-1.0;0.85;-1.0;-1.0;-1.0;-1.0;aluno1306;2
112;0.79;-1.0;-1.0;0.72;-1.0;-1.0;0.95;-1.0;0.31;-1.0;-1.0;0.82;-1.0;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;aluno1307;1
113;-1.0;0.5700000000000001;-1.0;-1.0;0.6900000000000001;-1.0;-1.0;0.82;0.61;-1.0;0.85;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;-1.0;-1.0;aluno1307;2
114;0.72;-1.0;-1.0;0.77;-1.0;-1.0;0.6900000000000001;-1.0;0.67;-1.0;-1.0;0.78;-1.0;-1.0;-1.0;0.63;-1.0;-1.0;aluno1309;1
115;-1.0;0.53;-1.0;-1.0;0.6799999999999999;-1.0;-1.0;0.9099999999999999;-1.0;0.67;0.89;-1.0;-1.0;0.72;-1.0;-1.0;-1.0;-1.0;aluno1309;2
116;0.79;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;0.8800000000000001;-1.0;0.64;-1.0;-1.0;0.89;-1.0;-1.0;-1.0;0.78;-1.0;-1.0;aluno1310;1
117;-1.0;0.71;-1.0;-1.0;0.74;-1.0;-1.0;0.82;-1.0;0.8;0.9800000000000001;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;-1.0;aluno1310;2
118;0.8099999999999999;-1.0;-1.0;0.73;-1.0;-1.0;0.9;-1.0;0.44000000000000006;-1.0;-1.0;0.8800000000000001;-1.0;-1.0;-1.0;0.5599999999999999;-1.0;-1.0;aluno1313;1
119;-1.0;0.0;-1.0;-1.0;0.63;-1.0;-1.0;0.5599999999999999;0.63;-1.0;0.6799999999999999;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1313;2
120;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.45;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;aluno1314;1
121;-1.0;-1.0;-1.0;-1.0;0.19;-1.0;-1.0;-1.0;0.62;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1314;2
122;0.8300000000000001;-1.0;-1.0;0.78;-1.0;-1.0;0.8300000000000001;-1.0;0.7;-1.0;-1.0;0.9;-1.0;-1.0;-1.0;0.78;-1.0;-1.0;aluno1317;1
123;-1.0;0.73;-1.0;-1.0;0.8400000000000001;-1.0;-1.0;1.0;-1.0;0.82;0.9;-1.0;-1.0;0.9400000000000001;-1.0;-1.0;-1.0;-1.0;aluno1317;2
124;0.86;-1.0;-1.0;0.73;-1.0;-1.0;0.95;-1.0;0.6799999999999999;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;0.85;-1.0;-1.0;aluno1319;1
125;-1.0;0.5599999999999999;-1.0;-1.0;0.62;-1.0;-1.0;0.8800000000000001;-1.0;0.64;0.79;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;aluno1319;2
126;0.9099999999999999;-1.0;-1.0;0.76;-1.0;-1.0;0.85;-1.0;0.8099999999999999;-1.0;-1.0;0.9199999999999999;-1.0;-1.0;-1.0;0.8099999999999999;-1.0;-1.0;aluno1320;1
127;-1.0;0.75;-1.0;-1.0;0.76;-1.0;-1.0;0.89;-1.0;0.8800000000000001;0.8800000000000001;-1.0;-1.0;0.99;-1.0;-1.0;-1.0;-1.0;aluno1320;2
128;0.72;-1.0;-1.0;0.78;-1.0;-1.0;0.6900000000000001;-1.0;0.7;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;0.7;-1.0;-1.0;aluno1321;1
129;-1.0;0.63;-1.0;-1.0;0.7;-1.0;-1.0;0.8;-1.0;0.63;0.85;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;aluno1321;2
130;0.6599999999999999;-1.0;-1.0;0.62;-1.0;-1.0;1.0;-1.0;0.65;-1.0;-1.0;0.95;-1.0;-1.0;-1.0;0.53;-1.0;-1.0;aluno1326;1
131;-1.0;0.62;-1.0;-1.0;0.62;-1.0;-1.0;0.6900000000000001;-1.0;0.73;0.9199999999999999;-1.0;-1.0;0.8300000000000001;-1.0;-1.0;-1.0;-1.0;aluno1326;2
132;0.86;-1.0;-1.0;0.5700000000000001;-1.0;-1.0;0.85;-1.0;0.43;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;0.53;-1.0;-1.0;aluno1327;1
133;-1.0;0.54;-1.0;-1.0;0.21000000000000002;-1.0;-1.0;0.16999999999999998;0.54;-1.0;0.96;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;aluno1327;2
